message,label
UPI payment of ₹33304.00 to JioFiber (UPI Ref 614449) successful. Avl Bal: ₹23021 -PNB,1
"Dear Customer, A/C XX9098 debited by INR 6889.00 on 24-Apr-25. Trf to VPA rajesh@okicici. Ref No 598745. Not you? Call 1800073994 -IndusInd",1
Reyansh: Just finished my workout. Feeling great!,0
Aditya: Remember that inside joke about professor's weird lecture? Still cracks me up!,0
Mia: Feeling stressed about job interview. Need advice.,0
Ira: Movie night this Friday? Inception looks awesome!,0
Your a/c XXXXX3833 credited INR 26714.00 by UPI REF NO 764162 on 21-Aug-25. Bal: INR 43311 -IndusInd,1
Job Alert: Wipro hiring freshers! CTC 12LPA. Apply by 8-Jul-25: https://short.url/24377,0
Vihaan: Congratulations on your graduation!,0
Sai: Planning a surprise for Emma's birthday.,0
Your Kotak a/c 5220 credited ₹3849.00 (UPI Ref 109957) from VPA rajesh@okicici. Bal: ₹61351,1
Received Rs.21035.00 from VPA electricity@upi UPI Ref 674908. Current balance: Rs.58894 -IndusInd,1
Pooja: Just adopted a hamster. Want to see pictures?,0
Money sent: ₹31453.00 to VPA salary@hdfc UPI Ref 828904. Current balance: ₹33594 -HDFC,1
"Dear Customer, A/C XX1531 debited by INR 450.00 on 20-Mar-25. Trf to VPA rajesh@okicici. Ref No 659034. Not you? Call 1800627547 -SBI",1
UPI: INR 13301.00 paid to Ayaan (UPI Ref 938979). Not you? Block txn: https://short.url/24259 -PNB,1
Your Yes Bank a/c 1619 credited ₹14597.00 (UPI Ref 672460) from VPA rajesh@okicici. Bal: ₹79258,1
Received Rs.28765.00 from VPA mobile@upi UPI Ref 306392. Current balance: Rs.16761 -IndusInd,1
Dhruv: Check out this hilarious meme I found!,0
UPI: INR 34629.00 paid to Dhruv (UPI Ref 651040). Not you? Block txn: https://short.url/21372 -ICICI,1
"Neha: Hey, what's up? Wanna grab coffee later?",0
Neha: Check out this hilarious meme I found!,0
Your a/c XXXXX5564 credited INR 13187.00 by UPI REF NO 180025 on 24-Oct-25. Bal: INR 56619 -IndusInd,1
Emma: Recommend me a good book to read.,0
UPI payment of ₹13967.00 to AmazonPay.UPI (UPI Ref 265899) successful. Avl Bal: ₹51765 -IndusInd,1
Reyansh: Congratulations on your graduation!,0
Mira: Can you help me with that project we discussed?,0
Ananya: Feeling stressed about project deadline. Need advice.,0
"Dear Customer, A/C XX5744 debited by INR 47306.00 on 16-Jul-25. Trf to VPA zomato@upi. Ref No 924787. Not you? Call 1800107680 -IDFC FIRST",1
Vodafone Idea: Your bill of ₹252 due on 19-Sep-25. Pay now: https://short.url/99638 to avoid disconnection,0
Ayaan: I'm thinking of traveling to Japan next month.,0
Mia: Can you help me with that project we discussed?,0
Your Amazon Prime subscription will renew on 26-Mar-25 for ₹307. Manage account: https://short.url/63566,0
Loan approved! Get ₹100000 personal loan at 8.75% interest. Call 540.649.3775x585 -PNB Loans,0
IRCTC: WL17 for 12564 SBC-MAS Exp has been CONFIRMED. Charting at 21:30 hrs,0
Mira added you on Instagram! View profile: https://short.url/18453,0
Money sent: ₹4408.00 to VPA electricity@upi UPI Ref 969141. Current balance: ₹68954 -Kotak,1
Aadhya added you on Instagram! View profile: https://short.url/95747,0
UPI: INR 22717.00 paid to Dhruv (UPI Ref 660631). Not you? Block txn: https://short.url/53407 -IndusInd,1
Your OTP for Netflix login is 809694. Valid for 10 mins. Do not share with anyone.,0
"Dear Customer, A/C XX7133 debited by INR 43889.00 on 10-Oct-25. Trf to VPA salary@hdfc. Ref No 794740. Not you? Call 1800677128 -PNB",1
UPI: INR 16581.00 paid to Reyansh (UPI Ref 635891). Not you? Block txn: https://short.url/14413 -IDFC FIRST,1
UPI: INR 3035.00 paid to Saanvi (UPI Ref 299685). Not you? Block txn: https://short.url/27555 -IndusInd,1
"Dear Customer, A/C XX6089 debited by INR 28605.00 on 12-May-25. Trf to VPA rajesh@okicici. Ref No 485352. Not you? Call 1800635353 -Yes Bank",1
Ethan: Happy birthday! Let's catch up this weekend.,0
UPI AutoPay: ₹26471.00 deducted for Netflix SUBSCRPTN Ref 814802. Next due 5-Apr-25 -PNB,1
Isabella: Missing our college days. Let's plan a reunion.,0
Money sent: ₹1811.00 to VPA electricity@upi UPI Ref 186954. Current balance: ₹72499 -IndusInd,1
Job Alert: Infosys hiring freshers! CTC 7LPA. Apply by 5-Jun-25: https://short.url/76561,0
UPI: INR 31296.00 paid to Sophia (UPI Ref 715380). Not you? Block txn: https://short.url/23721 -Yes Bank,1
Airtel: Your bill of ₹595 due on 11-Jan-25. Pay now: https://short.url/85128 to avoid disconnection,0
Mia: I'm thinking of traveling to Europe next month.,0
Aarav: Planning a surprise for Diya's birthday.,0
Your a/c XXXXX4654 credited INR 39516.00 by UPI REF NO 169688 on 10-Oct-25. Bal: INR 30382 -Kotak,1
Your OTP for YouTube Premium login is 955204. Valid for 10 mins. Do not share with anyone.,0
Money sent: ₹18818.00 to VPA electricity@upi UPI Ref 911818. Current balance: ₹80614 -SBI,1
Isabella: Happy birthday! Let's catch up this weekend.,0
Ananya: Feeling stressed about team conflict. Need advice.,0
Dhruv: Remember that inside joke about group project disaster? Still cracks me up!,0
Your Hotstar subscription will renew on 8-Nov-25 for ₹675. Manage account: https://short.url/26317,0
Money sent: ₹37014.00 to VPA mobile@upi UPI Ref 332044. Current balance: ₹22947 -SBI,1
Your SBI a/c 1197 debited ₹7500.00 on 19-Nov-25. UPI txn to VPA mobile@upi. Dispute: 1800998235,1
Aadhya: Remember that inside joke about professor's weird lecture? Still cracks me up!,0
Olivia: Did you hear about the new Spice Route that opened?,0
Krishna: Movie night this Friday? Avengers looks awesome!,0
Your IDFC FIRST a/c 8013 debited ₹49853.00 on 28-Sep-25. UPI txn to VPA electricity@upi. Dispute: 1800287872,1
Received Rs.17615.00 from VPA zomato@upi UPI Ref 692198. Current balance: Rs.80862 -IDFC FIRST,1
Your a/c XXXXX2133 credited INR 1593.00 by UPI REF NO 474510 on 18-Apr-25. Bal: INR 27877 -IndusInd,1
"Vihaan: Hey, what's up? Wanna grab coffee later?",0
"Mia: Hey, what's up? Wanna grab coffee later?",0
Received Rs.32940.00 from VPA electricity@upi UPI Ref 389234. Current balance: Rs.8884 -Yes Bank,1
Received Rs.11746.00 from VPA rajesh@okicici UPI Ref 977771. Current balance: Rs.38579 -IndusInd,1
Your YouTube Premium subscription will renew on 13-Jan-25 for ₹661. Manage account: https://short.url/72031,0
Google Alert: New login detected from Chennai on Firefox Linux. Approve? Reply Y/N,0
Received Rs.42121.00 from VPA electricity@upi UPI Ref 612655. Current balance: Rs.16593 -ICICI,1
Job Alert: Wipro hiring freshers! CTC 10LPA. Apply by 19-Apr-25: https://short.url/95515,0
Olivia: Missing our college days. Let's plan a reunion.,0
Received Rs.11.00 from VPA zomato@upi UPI Ref 664442. Current balance: Rs.93703 -Yes Bank,1
Money sent: ₹16473.00 to VPA zomato@upi UPI Ref 645910. Current balance: ₹62002 -Kotak,1
Sai added you on LinkedIn! View profile: https://short.url/92137,0
IRCTC: WL4 for 12564 CSTM-LKO Exp has been CONFIRMED. Charting at 14:34 hrs,0
Received Rs.39374.00 from VPA rajesh@okicici UPI Ref 667414. Current balance: Rs.31926 -SBI,1
UPI payment of ₹17844.00 to AmazonPay.UPI (UPI Ref 751378) successful. Avl Bal: ₹96703 -IndusInd,1
Neha: Planning a surprise for Ethan's birthday.,0
IRCTC: WL7 for 12685 NZM-CBE Exp has been CONFIRMED. Charting at 20:16 hrs,0
Job Alert: Infosys hiring freshers! CTC 4LPA. Apply by 12-Jul-25: https://short.url/41869,0
UPI: INR 42114.00 paid to Ethan (UPI Ref 954219). Not you? Block txn: https://short.url/48518 -Yes Bank,1
UPI payment of ₹13531.00 to Netflix (UPI Ref 487499) successful. Avl Bal: ₹59907 -PNB,1
"William: Hey, what's up? Wanna grab coffee later?",0
Ayaan: Congratulations on your marathon!,0
Your a/c XXXXX8714 credited INR 47829.00 by UPI REF NO 838815 on 11-Jan-25. Bal: INR 45168 -IDFC FIRST,1
Ayaan: Movie night this Friday? Spider-Man looks awesome!,0
Your a/c XXXXX9983 credited INR 33462.00 by UPI REF NO 523233 on 7-Jul-25. Bal: INR 84074 -IDFC FIRST,1
"Sai: Hey, what's up? Wanna grab coffee later?",0
Your OTP for Spotify login is 142643. Valid for 10 mins. Do not share with anyone.,0
Your IDFC FIRST a/c 8121 credited ₹21897.00 (UPI Ref 906419) from VPA mobile@upi. Bal: ₹16686,1
Your Axis a/c 1765 debited ₹12567.00 on 14-Dec-25. UPI txn to VPA rajesh@okicici. Dispute: 1800721299,1
Ananya: Feeling stressed about project deadline. Need advice.,0
Your OTP for Netflix login is 701456. Valid for 10 mins. Do not share with anyone.,0
Your HDFC a/c 6058 debited ₹23037.00 on 3-Jun-25. UPI txn to VPA salary@hdfc. Dispute: 1800258193,1
Google Alert: New login detected from Chennai on Edge Windows. Approve? Reply Y/N,0
Money sent: ₹31454.00 to VPA electricity@upi UPI Ref 197389. Current balance: ₹53802 -IndusInd,1
Your a/c XXXXX7191 credited INR 13904.00 by UPI REF NO 690779 on 7-Sep-25. Bal: INR 89078 -IndusInd,1
Jio: Your bill of ₹492 due on 21-Mar-25. Pay now: https://short.url/86976 to avoid disconnection,0
UPI AutoPay: ₹42415.00 deducted for Spotify SUBSCRPTN Ref 547207. Next due 19-Apr-25 -IndusInd,1
Dominos: Your order #123164 has been delivered. Rate your experience: https://short.url/20520,0
Your Kotak a/c 2373 debited ₹5631.00 on 7-Jan-25. UPI txn to VPA zomato@upi. Dispute: 1800862675,1
Money sent: ₹2816.00 to VPA salary@hdfc UPI Ref 283085. Current balance: ₹81762 -Kotak,1
Your a/c XXXXX3363 credited INR 8228.00 by UPI REF NO 266837 on 4-Jun-25. Bal: INR 87915 -ICICI,1
"Dear Customer, A/C XX2760 debited by INR 48976.00 on 20-Mar-25. Trf to VPA rajesh@okicici. Ref No 666371. Not you? Call 1800433297 -ICICI",1
Received Rs.45090.00 from VPA electricity@upi UPI Ref 266386. Current balance: Rs.88815 -IndusInd,1
Alert: Acct XXX7612 debited Rs.26207.00 on 16-Jul-25 to Electricity.UPI. Call 1800928761 if unrecognized -SBI,1
Your Axis a/c 4222 debited ₹27760.00 on 16-Jan-25. UPI txn to VPA mobile@upi. Dispute: 1800069206,1
Ira: Recommend me a good book to read.,0
William added you on Facebook! View profile: https://short.url/93907,0
Saanvi: Check out this hilarious meme I found!,0
Jio: Your bill of ₹429 due on 3-Jun-25. Pay now: https://short.url/52663 to avoid disconnection,0
Your HDFC a/c 4713 debited ₹47716.00 on 10-Aug-25. UPI txn to VPA salary@hdfc. Dispute: 1800460567,1
Olivia: Feeling stressed about project deadline. Need advice.,0
Your Kotak a/c 4752 debited ₹27510.00 on 7-Jun-25. UPI txn to VPA electricity@upi. Dispute: 1800577055,1
BSNL: Your bill of ₹502 due on 11-Jun-25. Pay now: https://short.url/11453 to avoid disconnection,0
Your IDFC FIRST a/c 9889 credited ₹25645.00 (UPI Ref 934488) from VPA salary@hdfc. Bal: ₹97661,1
UPI payment of ₹1943.00 to PhonePe (UPI Ref 519914) successful. Avl Bal: ₹82303 -Kotak,1
Your HDFC a/c 4967 credited ₹29355.00 (UPI Ref 257634) from VPA salary@hdfc. Bal: ₹27093,1
UPI AutoPay: ₹32710.00 deducted for Spotify SUBSCRPTN Ref 787847. Next due 4-Apr-25 -IndusInd,1
Mason: Just adopted a hamster. Want to see pictures?,0
Reyansh: Check out this hilarious meme I found!,0
Swiggy: Your order #142124 has been delivered. Rate your experience: https://short.url/90823,0
Mia: Just finished my workout. Feeling great!,0
"Dear Customer, A/C XX4846 debited by INR 1764.00 on 21-May-25. Trf to VPA rajesh@okicici. Ref No 931066. Not you? Call 1800304146 -HDFC",1
Ayaan: Can you help me with that project we discussed?,0
Aadhya: Movie night this Friday? Avengers looks awesome!,0
UPI payment of ₹14741.00 to JioFiber (UPI Ref 474939) successful. Avl Bal: ₹22632 -Kotak,1
UPI payment of ₹30488.00 to Electricity.UPI (UPI Ref 796512) successful. Avl Bal: ₹79970 -IndusInd,1
"Dear Customer, A/C XX4959 debited by INR 42629.00 on 9-Aug-25. Trf to VPA zomato@upi. Ref No 889711. Not you? Call 1800505568 -HDFC",1
Dhruv: Can you help me with that project we discussed?,0
UPI AutoPay: ₹3326.00 deducted for Hotstar SUBSCRPTN Ref 578636. Next due 12-Apr-25 -ICICI,1
Ethan: Missing our college days. Let's plan a reunion.,0
"Krishna: Hey, what's up? Wanna grab coffee later?",0
Vivaan: Did you hear about the new Sushi House that opened?,0
Pooja: Congratulations on your research publication!,0
Loan approved! Get ₹50000 personal loan at 8.75% interest. Call 3342352328 -Axis Loans,0
Alert: Acct XXX1663 debited Rs.6323.00 on 28-Mar-25 to Swiggy. Call 1800120398 if unrecognized -HDFC,1
Aadhya: Check out this hilarious meme I found!,0
Received Rs.39587.00 from VPA mobile@upi UPI Ref 966192. Current balance: Rs.67859 -Yes Bank,1
Flipkart Big Billion Days: Get 56% off on fashion. Shop now: https://short.url/51171,0
Loan approved! Get ₹50000 personal loan at 9.99% interest. Call +1-680-347-5855x55290 -Yes Bank Loans,0
UPI payment of ₹25467.00 to PhonePe (UPI Ref 633712) successful. Avl Bal: ₹42361 -PNB,1
Money sent: ₹32630.00 to VPA zomato@upi UPI Ref 895787. Current balance: ₹71215 -SBI,1
Aditya: Missing our college days. Let's plan a reunion.,0
Alert: Acct XXX2537 debited Rs.41374.00 on 16-Sep-25 to Swiggy. Call 1800461725 if unrecognized -PNB,1
Dhruv: Movie night this Friday? The Matrix looks awesome!,0
"Riya: Hey, what's up? Wanna grab coffee later?",0
Received Rs.21522.00 from VPA rajesh@okicici UPI Ref 338254. Current balance: Rs.82936 -IndusInd,1
UPI: INR 29838.00 paid to Pooja (UPI Ref 541699). Not you? Block txn: https://short.url/41195 -ICICI,1
IRCTC: WL14 for 12792 BBS-HWH Exp has been CONFIRMED. Charting at 13:35 hrs,0
Money sent: ₹3626.00 to VPA rajesh@okicici UPI Ref 673402. Current balance: ₹96827 -HDFC,1
Your Axis a/c 9929 credited ₹21701.00 (UPI Ref 414297) from VPA mobile@upi. Bal: ₹72926,1
Money sent: ₹3627.00 to VPA zomato@upi UPI Ref 968783. Current balance: ₹49569 -Yes Bank,1
Ira: Just finished my workout. Feeling great!,0
Your Kotak a/c 5905 debited ₹3265.00 on 22-Mar-25. UPI txn to VPA mobile@upi. Dispute: 1800617620,1
Alert: Acct XXX2530 debited Rs.46313.00 on 5-Jun-25 to Zomato. Call 1800533349 if unrecognized -Yes Bank,1
Liam: Happy birthday! Let's catch up this weekend.,0
UPI AutoPay: ₹236.00 deducted for YouTube Premium SUBSCRPTN Ref 856242. Next due 20-Apr-25 -Axis,1
Your a/c XXXXX7019 credited INR 3243.00 by UPI REF NO 695197 on 2-Apr-25. Bal: INR 97188 -IDFC FIRST,1
Your Hotstar subscription will renew on 23-Jan-25 for ₹379. Manage account: https://short.url/52637,0
Money sent: ₹37581.00 to VPA electricity@upi UPI Ref 959600. Current balance: ₹44568 -IndusInd,1
Ayaan: Did you hear about the new Green Leaf Cafe that opened?,0
UPI: INR 25241.00 paid to Ethan (UPI Ref 387207). Not you? Block txn: https://short.url/31166 -HDFC,1
Google Alert: New login detected from Chennai on Firefox Linux. Approve? Reply Y/N,0
Your a/c XXXXX4169 credited INR 33811.00 by UPI REF NO 340204 on 20-Mar-25. Bal: INR 41007 -HDFC,1
Your a/c XXXXX2865 credited INR 10839.00 by UPI REF NO 699040 on 12-May-25. Bal: INR 38119 -ICICI,1
Your Kotak a/c 2174 debited ₹37037.00 on 14-Aug-25. UPI txn to VPA zomato@upi. Dispute: 1800480660,1
UPI: INR 7270.00 paid to Emma (UPI Ref 279220). Not you? Block txn: https://short.url/69094 -Yes Bank,1
